キャリア,地域,都道府県,店名,住所,URL,店舗コード,開店日,緯度,経度,取得元,取得日
rakuten,北陸,石川県,ケーズデンキ 金沢本店,921-8801 石川県野々市市御経塚4丁目107-1,https://network.mobile.rakuten.co.jp/shop-detail/4451/,4451,2018-09-01,36.553352,136.600144,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,ジョーシン 白山イオンモール店,924-8777 石川県白山市横江町5001番地 イオンモール白山 2F,https://network.mobile.rakuten.co.jp/shop-detail/8310/,8310,2022-04-27,36.543334,136.5808723,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,テックランド金沢大桑店,921-8045 石川県金沢市大桑3丁目141番地,https://network.mobile.rakuten.co.jp/shop-detail/8839/,8839,2025-10-11,36.53409079,136.6779997,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,テックランド金沢本店,920-8202 石川県金沢市西都1-40,https://network.mobile.rakuten.co.jp/shop-detail/8816/,8816,2025-10-04,36.5923151,136.6292919,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル アビオシティ加賀店,922-0423 石川県加賀市作見町25-1 アビオシティ加賀 1F,https://network.mobile.rakuten.co.jp/shop-detail/8694/,8694,2025-08-28,36.31985949463557,136.3523454133063,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル アピタ金沢店,921-8022 石川県金沢市中村町10-20 アピタ金沢 1F,https://network.mobile.rakuten.co.jp/shop-detail/1425/,1425,2026-02-16,36.5595247,136.6427365,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル イオンタウン金沢示野店,920-0069 石川県金沢市戸板西1丁目-55 イオンタウン金沢示野,https://network.mobile.rakuten.co.jp/shop-detail/8939/,8939,2025-10-31,36.58103864251372,136.61680912546794,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル イオンモールかほく店,929-1198 石川県かほく市内日角タ25 イオンモールかほく 140区画,https://network.mobile.rakuten.co.jp/shop-detail/8684/,8684,2025-08-29,36.70903292083665,136.70153435771664,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル イオンモール白山店,924-8777 石川県白山市横江町5001番地 イオンモール3F,https://network.mobile.rakuten.co.jp/shop-detail/8449/,8449,2022-11-01,36.54366,136.58137,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル イオン金沢店,920-3126 石川県金沢市福久2丁目58 イオン金沢 1F,https://network.mobile.rakuten.co.jp/shop-detail/8693/,8693,2025-08-29,36.61697278,136.6814465,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル 七尾ナッピィモール店,926-0028 石川県七尾市藤野町口部38番 七尾ナッピィモール,https://network.mobile.rakuten.co.jp/shop-detail/8670/,8670,2025-08-22,37.0300096,136.9683491,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,石川県,楽天モバイル 小松 イオンモール新小松店,923-8565 石川県小松市清六町315番地 イオンモール新小松3F,https://network.mobile.rakuten.co.jp/shop-detail/2051/,2051,2017-03-24,36.395029,136.467175,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,T&T MOBILE 新松戸,270-0034 千葉県松戸市新松戸2丁目109 さくらビル B1,https://network.mobile.rakuten.co.jp/shop-detail/8603/,8603,2025-08-01,35.82540985346248,139.92071892464622,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,Tecc LIFE SELECT 木更津請西本店,292-0807 千葉県木更津市請西南2丁目27-1,https://network.mobile.rakuten.co.jp/shop-detail/7809/,7809,2021-10-01,35.3615638,139.9451593,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ オーツーパーク稲毛店,263-0051 千葉県千葉市稲毛区園生町380-1,https://network.mobile.rakuten.co.jp/shop-detail/3371/,3371,2018-05-25,35.651626,140.119269,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ おゆみ野店,266-0032 千葉県千葉市緑区おゆみ野中央9丁目19,https://network.mobile.rakuten.co.jp/shop-detail/8873/,8873,2025-10-17,35.54228459906539,140.1875117121841,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ 君津店,299-1151 千葉県君津市中野4丁目11-7,https://network.mobile.rakuten.co.jp/shop-detail/8956/,8956,2025-10-31,35.33431325017327,139.8907460965905,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ 市原五井店,290-0050 千葉県市原市更級4丁目1-1 アクロスプラザ市原更級 1F,https://network.mobile.rakuten.co.jp/shop-detail/8464/,8464,2022-12-05,35.50829313,140.0996409,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ 千葉ニュータウン店,270-1334 千葉県印西市西の原3丁目2-1,https://network.mobile.rakuten.co.jp/shop-detail/2141/,2141,2017-04-13,35.804568,140.154046,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ 東京ベイサイド新浦安店,279-0013 千葉県浦安市日の出4丁目1-8,https://network.mobile.rakuten.co.jp/shop-detail/1261/,1261,2016-03-10,35.643928,139.924805,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ケーズデンキ 茂原店,297-0029 千葉県茂原市高師1735,https://network.mobile.rakuten.co.jp/shop-detail/1504/,1504,2026-06-11,35.4350814,140.2874572,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,コジマ×ビックカメラ COTOE流山おおたかの森店,270-0128 千葉県流山市おおたかの森西1丁目15-3,https://network.mobile.rakuten.co.jp/shop-detail/8322/,8322,2022-04-27,35.87163508064262,139.92152293815698,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,コジマ×ビックカメラ 柏店,277-0837 千葉県柏市大山台1丁目10,https://network.mobile.rakuten.co.jp/shop-detail/3601/,3601,2018-06-19,35.880472,139.967157,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ジョーシン 市川大野店,272-0805 千葉県市川市大野町1丁目19-1,https://network.mobile.rakuten.co.jp/shop-detail/3081/,3081,2018-03-28,35.747349,139.941315,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ジョーシン 松戸店,270-0023 千葉県松戸市八ケ崎8丁目35-17,https://network.mobile.rakuten.co.jp/shop-detail/4121/,4121,2018-08-23,35.816861,139.926537,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ジョーシン 船橋イオンモール店,273-0045 千葉県船橋市山手1丁目1-8 イオンモール船橋2F,https://network.mobile.rakuten.co.jp/shop-detail/3831/,3831,2018-07-06,35.712779,139.977953,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,テックランド ロハル津田沼駅前店,275-0026 千葉県習志野市谷津7丁目7-1 ロハル津田沼 2F,https://network.mobile.rakuten.co.jp/shop-detail/8545/,8545,2025-04-11,35.69050230649832,140.0180219475716,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,テックランド松戸本店,271-0092 千葉県松戸市松戸2289-3,https://network.mobile.rakuten.co.jp/shop-detail/8817/,8817,2025-10-04,35.7793397,139.9092229,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,テックランド千葉本店,264-0023 千葉県千葉市若葉区貝塚町1087-1,https://network.mobile.rakuten.co.jp/shop-detail/8858/,8858,2025-10-25,35.6275504,140.1448169,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,テックランド船橋店,274-0071 千葉県船橋市習志野5丁目2-12,https://network.mobile.rakuten.co.jp/shop-detail/8850/,8850,2025-10-18,35.701088,140.059933,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,テックランド幕張店,262-0032 千葉県千葉市花見川区幕張町2丁目7701,https://network.mobile.rakuten.co.jp/shop-detail/7681/,7681,2020-09-08,35.659004,140.047152,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ビックカメラ 千葉駅前店,260-0015 千葉県千葉市中央区富士見2丁目1-1 マインズ千葉1F,https://network.mobile.rakuten.co.jp/shop-detail/8448/,8448,2022-11-01,35.61178029,140.1154917,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ビックカメラ 船橋FACE店,273-0005 千葉県船橋市本町1丁目3-1 船橋FACE　4F,https://network.mobile.rakuten.co.jp/shop-detail/8301/,8301,2022-04-01,35.70071292,139.985522,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ビックカメラ 柏店,277-0005 千葉県柏市柏1丁目1-20 スカイプラザ柏3F,https://network.mobile.rakuten.co.jp/shop-detail/5781/,5781,2019-02-28,35.862634,139.972155,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,ヨドバシカメラ マルチメディア千葉,260-0028 千葉県千葉市中央区新町1001,https://network.mobile.rakuten.co.jp/shop-detail/7710/,7710,2020-11-18,35.61133579278314,140.11504016256904,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル MONA新浦安店,279-0012 千葉県浦安市入船1丁目5-1 MONA新浦安 2F,https://network.mobile.rakuten.co.jp/shop-detail/8806/,8806,2025-10-30,35.64902402,139.9127521,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル アクロスモール新鎌ヶ谷店,273-0107 千葉県鎌ケ谷市新鎌ケ谷2丁目12-1 アクロスモール新鎌ヶ谷 2F,https://network.mobile.rakuten.co.jp/shop-detail/1347/,1347,2019-09-13,35.7810870667982,140.001229623393,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル あびこショッピングプラザ店,270-1166 千葉県我孫子市我孫子4丁目11-1 あびこショッピングプラザ3F,https://network.mobile.rakuten.co.jp/shop-detail/8499/,8499,2021-12-01,35.8769890794871,140.008980895612,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル アリオ蘇我店,260-0835 千葉県千葉市中央区川崎町52-7 アリオ蘇我　1F,https://network.mobile.rakuten.co.jp/shop-detail/7909/,7909,2021-12-01,35.58828638,140.1224695,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンタウンユーカリが丘店,285-0850 千葉県佐倉市西ユーカリが丘6丁目12-3 イオンタウンユーカリが丘 3F,https://network.mobile.rakuten.co.jp/shop-detail/8901/,8901,2025-11-01,35.7277561566143,140.151760050465,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンタウン旭店,289-2511 千葉県旭市イ4337番地1 イオンタウン旭 2F,https://network.mobile.rakuten.co.jp/shop-detail/8612/,8612,2025-07-30,35.7176092,140.6681029,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンタウン稲毛長沼店,263-0005 千葉県千葉市稲毛区長沼町112-2 イオンタウン稲毛長沼,https://network.mobile.rakuten.co.jp/shop-detail/8940/,8940,2025-11-09,35.66376034,140.1166269,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンタウン館山店,294-0047 千葉県館山市八幡545-1 イオンタウン館山,https://network.mobile.rakuten.co.jp/shop-detail/8936/,8936,2025-11-15,35.00784608,139.8619585,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール成田店,286-0029 千葉県成田市ウイング土屋24 イオンモール成田 2F,https://network.mobile.rakuten.co.jp/shop-detail/1403/,1403,2019-04-19,35.79532,140.31915,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール千葉ニュータウン店,270-1350 千葉県印西市中央北3丁目2 イオンモール千葉ニュータウン2F,https://network.mobile.rakuten.co.jp/shop-detail/7768/,7768,2019-02-28,35.802176,140.112852,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール津田沼North店,275-0016 千葉県習志野市津田沼1丁目23-1 イオンモール津田沼North 3F,https://network.mobile.rakuten.co.jp/shop-detail/1477/,1477,2026-03-10,35.6904571753913,140.024842122373,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール八千代緑が丘店,276-0049 千葉県八千代市緑が丘2丁目1-3 イオンモール八千代緑が丘 4F,https://network.mobile.rakuten.co.jp/shop-detail/8469/,8469,2022-12-20,35.72831765,140.0736704,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール富津店,293-0012 千葉県富津市青木1丁目5-1 イオンモール富津 1F,https://network.mobile.rakuten.co.jp/shop-detail/8620/,8620,2025-07-28,35.33059989558094,139.84555515196882,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール幕張新都心店,261-8535 千葉県千葉市美浜区豊砂1-1 イオンモール幕張新都心GRANDMALL3F,https://network.mobile.rakuten.co.jp/shop-detail/6511/,6511,2019-06-14,35.653589,140.031958,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオンモール木更津店,292-0835 千葉県木更津市築地1-4 イオンモール木更津 2F,https://network.mobile.rakuten.co.jp/shop-detail/1470/,1470,2018-02-08,35.36632310232168,139.9083587760568,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオン鴨川店,296-0001 千葉県鴨川市横渚973-1 イオン鴨川店 3F,https://network.mobile.rakuten.co.jp/shop-detail/8686/,8686,2025-10-31,35.10882578,140.1030635,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イオン大網白里店,299-3236 千葉県大網白里市みやこ野1丁目1-2 イオン大網白里店,https://network.mobile.rakuten.co.jp/shop-detail/1164/,1164,2025-11-27,35.51940692,140.3148672,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル イトーヨーカドー四街道店,284-0009 千葉県四街道市中央5 イトーヨーカドー 2F,https://network.mobile.rakuten.co.jp/shop-detail/8718/,8718,2025-10-02,35.66794039,140.1656035,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル セブンパークアリオ柏店,277-0922 千葉県柏市大島田1丁目6-1,https://network.mobile.rakuten.co.jp/shop-detail/6531/,6531,2019-06-21,35.833481,140.013203,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル テラスモール松戸店,270-0023 千葉県松戸市八ヶ崎2丁目8-1,https://network.mobile.rakuten.co.jp/shop-detail/7331/,7331,2019-10-24,35.817480,139.934956,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ニッケコルトンプラザ市川店,272-0015 千葉県市川市鬼高1丁目1-1 ニッケコルトンプラザ センターモール　3F,https://network.mobile.rakuten.co.jp/shop-detail/7521/,7521,2020-03-19,35.716807,139.934455,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ネクスト船橋店,273-0005 千葉県船橋市本町1丁目5-1 ネクスト船橋 1F,https://network.mobile.rakuten.co.jp/shop-detail/8439/,8439,2022-10-01,35.70011,139.98555,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ベイシア佐倉店,285-0819 千葉県佐倉市寺崎北6丁目1-1 ベイシア内楽天モバイル,https://network.mobile.rakuten.co.jp/shop-detail/7391/,7391,2019-11-29,35.714457,140.217246,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル モラージュ柏店,277-0837 千葉県柏市大山台2丁目3 モラージュ柏 1F,https://network.mobile.rakuten.co.jp/shop-detail/1484/,1484,2026-04-01,35.8825892269076,139.969114053667,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ユアエルム成田店,286-0048 千葉県成田市公津の杜4丁目5-3 ユアエルム成田店 1F,https://network.mobile.rakuten.co.jp/shop-detail/1060/,1060,2025-12-01,35.760080877310614,140.2964977730114,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ユニモちはら台店,290-0143 千葉県市原市ちはら台西3丁目4 ユニモちはら台 2F 2019区画,https://network.mobile.rakuten.co.jp/shop-detail/6951/,6951,2019-08-09,35.528233,140.171429,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル ららぽーと柏の葉店,277-8518 千葉県柏市若柴175 ららぽーと柏の葉 3F,https://network.mobile.rakuten.co.jp/shop-detail/1416/,1416,2026-03-19,35.8937312,139.9510948,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 稲毛海岸駅前店,261-0004 千葉県千葉市美浜区高洲3丁目23-2 1F,https://network.mobile.rakuten.co.jp/shop-detail/1395/,1395,2026-01-30,35.6290556,140.0744586,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 稲毛店,263-0043 千葉県千葉市稲毛区小仲台6丁目1-1 P's FRONT稲毛1F,https://network.mobile.rakuten.co.jp/shop-detail/7371/,7371,2019-11-29,35.638396,140.093235,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 浦安店,279-0004 千葉県浦安市猫実4丁目18-27 Redondo・BuildII　1F101号室,https://network.mobile.rakuten.co.jp/shop-detail/7902/,7902,2021-11-30,35.66493064,139.8925701,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 松戸店,271-0091 千葉県松戸市本町1-2 第2宝星ビル,https://network.mobile.rakuten.co.jp/shop-detail/7843/,7843,2021-10-08,35.78367335,139.8995255,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 成田国際空港 第1ターミナル中央4階店,282-0011 千葉県成田市成田国際空港内第1旅客ターミナル 中央4階 C479号室,https://network.mobile.rakuten.co.jp/shop-detail/8468/,8468,2022-12-09,35.7636,140.3859,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 千葉C・one店,260-0015 千葉県千葉市中央区富士見2丁目25-1 千葉ショッピングセンター C･one 1F,https://network.mobile.rakuten.co.jp/shop-detail/8642/,8642,2025-09-01,35.61146689246865,140.11576660674572,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 北習志野店,274-0063 千葉県船橋市習志野台2丁目6-15,https://network.mobile.rakuten.co.jp/shop-detail/7944/,7944,2022-01-06,35.72238,140.0441,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,千葉県,楽天モバイル 流山おおたかの森S・C店,270-0139 千葉県流山市おおたかの森南1丁目2-1 流山おおたかの森S・C FLAPS　5F,https://network.mobile.rakuten.co.jp/shop-detail/7757/,7757,2021-06-01,35.870951,139.924778,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,OSAKA MOBILEなんば,556-0014 大阪府大阪市浪速区大国2丁目1-16 パインブルックマンション 103号室,https://network.mobile.rakuten.co.jp/shop-detail/8503/,8503,2024-03-01,34.655866753923185,135.4952466976007,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,Tecc LIFE SELECT 茨木目垣店,567-0837 大阪府茨木市南目垣2丁目564 アークスクエア茨木内1F,https://network.mobile.rakuten.co.jp/shop-detail/8547/,8547,2025-05-23,34.801350944090125,135.59465079455666,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン オアシスタウン吹田SST店,564-0002 大阪府吹田市岸部中5丁目1-1 オアシスタウン吹田SST店 2F,https://network.mobile.rakuten.co.jp/shop-detail/8318/,8318,2022-04-15,34.7834144,135.5376794,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン トナリエ南千里アネックス店,565-0851 大阪府吹田市千里山西6丁目56-1 トナリエ南千里アネックス店3F,https://network.mobile.rakuten.co.jp/shop-detail/7865/,7865,2021-11-26,34.78608643,135.5056439,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン なかもず店,591-8025 大阪府堺市北区長曾根町3081-17,https://network.mobile.rakuten.co.jp/shop-detail/8618/,8618,2025-08-01,34.55813682,135.509193,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン なんば本店,542-0076 大阪府大阪市中央区難波3丁目2-18,https://network.mobile.rakuten.co.jp/shop-detail/6491/,6491,2019-06-07,34.665336,135.501670,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン ホームズ寝屋川店,572-0028 大阪府寝屋川市日新町3-15 ホームズ寝屋川店2F,https://network.mobile.rakuten.co.jp/shop-detail/7920/,7920,2021-12-10,34.78158721,135.621705,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン もりのみや店,540-0003 大阪府大阪市中央区森ノ宮2丁目1-30 セントラルスクエア森ノ宮店2F,https://network.mobile.rakuten.co.jp/shop-detail/4891/,4891,2018-10-19,34.680025,135.530341,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン ららぽーとEXPOCITY店,565-0826 大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY3F,https://network.mobile.rakuten.co.jp/shop-detail/5191/,5191,2018-11-16,34.806302,135.535888,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン ららぽーと和泉店,594-1157 大阪府和泉市あゆみ野4丁目4-7 ららぽーと和泉 3F,https://network.mobile.rakuten.co.jp/shop-detail/8664/,8664,2025-09-01,34.43591657243939,135.4479136879458,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 河内長野店,586-0038 大阪府河内長野市上原西町34-16,https://network.mobile.rakuten.co.jp/shop-detail/8641/,8641,2025-08-22,34.44617583,135.551655,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 岸和田店,596-0076 大阪府岸和田市野田町1丁目15-45,https://network.mobile.rakuten.co.jp/shop-detail/7747/,7747,2021-04-09,34.45844859,135.3765319,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 京橋店,536-0016 大阪府大阪市城東区蒲生1丁目9-10,https://network.mobile.rakuten.co.jp/shop-detail/5261/,5261,2018-11-30,34.699085,135.536936,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 高槻宮田店,569-1142 大阪府高槻市宮田町1丁目2-1,https://network.mobile.rakuten.co.jp/shop-detail/4071/,4071,2018-08-10,34.8384884,135.586123,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 堺石津店,590-0823 大阪府堺市堺区石津北町90-1,https://network.mobile.rakuten.co.jp/shop-detail/8995/,8995,2025-11-21,34.556292,135.4672448,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 泉大津店,595-0004 大阪府泉大津市千原町1丁目88-1,https://network.mobile.rakuten.co.jp/shop-detail/5301/,5301,2018-12-07,34.509545,135.433949,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 中環東大阪店,577-0003 大阪府東大阪市稲田三島町3-88,https://network.mobile.rakuten.co.jp/shop-detail/0771/,0771,2015-11-24,34.6949038,135.590763,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 東淡路店,533-0023 大阪府大阪市東淀川区淡路5丁目8-20,https://network.mobile.rakuten.co.jp/shop-detail/5341/,5341,2018-12-21,34.737033,135.521367,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 八尾南店,581-0036 大阪府八尾市沼4丁目80-1,https://network.mobile.rakuten.co.jp/shop-detail/4491/,4491,2018-09-14,34.588792,135.606070,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,エディオン 豊中店,561-0821 大阪府豊中市日出町2丁目2-18,https://network.mobile.rakuten.co.jp/shop-detail/3461/,3461,2018-06-07,34.7414094,135.479187,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,ケーズデンキ アリオ鳳店,593-8325 大阪府堺市西区鳳南町3丁199-12 アリオ鳳 2F,https://network.mobile.rakuten.co.jp/shop-detail/1473/,1473,2026-03-06,34.5247215,135.4592916,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,大阪府,ケーズデンキ カナートモール和泉府中店,595-0021 大阪府泉大津市東豊中町1丁目5-10,https://network.mobile.rakuten.co.jp/shop-detail/6201/,6201,2019-04-25,34.49164443566033,135.42370621331898,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
